part_index,offset_x,offset_y,part_width,part_height,u0,v0,u1,v1,pixel_x0,pixel_y0,pixel_x1,pixel_y1
244,0.0,0.0,24.0,24.0,0.25,0.8427419066429138,0.3076923191547394,0.8911290168762207,104,418,128,442
245,0.0,0.0,24.0,24.0,0.3125,0.8427419066429138,0.3701923191547394,0.8911290168762207,130,418,154,442
246,0.0,0.0,24.0,24.0,0.375,0.8427419066429138,0.4326923191547394,0.8911290168762207,156,418,180,442
247,0.0,0.0,24.0,24.0,0.4375,0.8427419066429138,0.4951923191547394,0.8911290168762207,182,418,206,442
248,0.0,0.0,24.0,24.0,0.5,0.8427419066429138,0.557692289352417,0.8911290168762207,208,418,232,442
249,0.0,0.0,24.0,24.0,0.5625,0.8427419066429138,0.620192289352417,0.8911290168762207,234,418,258,442
250,0.0,0.0,24.0,24.0,0.625,0.8427419066429138,0.682692289352417,0.8911290168762207,260,418,284,442
251,0.0,0.0,24.0,24.0,0.6875,0.8427419066429138,0.745192289352417,0.8911290168762207,286,418,310,442
252,0.0,0.0,24.0,24.0,0.75,0.8427419066429138,0.807692289352417,0.8911290168762207,312,418,336,442
253,0.0,0.0,24.0,24.0,0.8125,0.8427419066429138,0.870192289352417,0.8911290168762207,338,418,362,442
254,0.0,0.0,24.0,24.0,0.875,0.8427419066429138,0.932692289352417,0.8911290168762207,364,418,388,442
255,0.0,0.0,24.0,24.0,0.0,0.8951612710952759,0.057692307978868484,0.9435483813285828,0,444,24,468
256,0.0,0.0,24.0,24.0,0.0625,0.8951612710952759,0.12019230425357819,0.9435483813285828,26,444,50,468
257,0.0,0.0,24.0,24.0,0.125,0.8951612710952759,0.18269230425357819,0.9435483813285828,52,444,76,468
258,0.0,0.0,24.0,24.0,0.1875,0.8951612710952759,0.24519230425357819,0.9435483813285828,78,444,102,468
259,0.0,0.0,24.0,24.0,0.25,0.8951612710952759,0.3076923191547394,0.9435483813285828,104,444,128,468
260,0.0,0.0,24.0,24.0,0.3125,0.8951612710952759,0.3701923191547394,0.9435483813285828,130,444,154,468
261,0.0,0.0,24.0,24.0,0.375,0.8951612710952759,0.4326923191547394,0.9435483813285828,156,444,180,468
262,0.0,0.0,24.0,24.0,0.4375,0.8951612710952759,0.4951923191547394,0.9435483813285828,182,444,206,468
263,0.0,0.0,24.0,24.0,0.5,0.8951612710952759,0.557692289352417,0.9435483813285828,208,444,232,468
264,0.0,0.0,24.0,24.0,0.5625,0.8951612710952759,0.620192289352417,0.9435483813285828,234,444,258,468
265,0.0,0.0,24.0,24.0,0.625,0.8951612710952759,0.682692289352417,0.9435483813285828,260,444,284,468
266,0.0,0.0,24.0,24.0,0.6875,0.8951612710952759,0.745192289352417,0.9435483813285828,286,444,310,468
267,0.0,0.0,24.0,24.0,0.75,0.8951612710952759,0.807692289352417,0.9435483813285828,312,444,336,468
268,0.0,0.0,24.0,24.0,0.8125,0.8951612710952759,0.870192289352417,0.9435483813285828,338,444,362,468
269,0.0,0.0,24.0,24.0,0.875,0.8951612710952759,0.932692289352417,0.9435483813285828,364,444,388,468
270,0.0,0.0,24.0,24.0,0.0,0.9475806355476379,0.057692307978868484,0.9959677457809448,0,470,24,494
271,0.0,0.0,24.0,24.0,0.0625,0.9475806355476379,0.12019230425357819,0.9959677457809448,26,470,50,494
272,0.0,0.0,24.0,24.0,0.125,0.9475806355476379,0.18269230425357819,0.9959677457809448,52,470,76,494
273,0.0,0.0,24.0,24.0,0.1875,0.9475806355476379,0.24519230425357819,0.9959677457809448,78,470,102,494
274,0.0,0.0,24.0,24.0,0.25,0.9475806355476379,0.3076923191547394,0.9959677457809448,104,470,128,494
275,0.0,0.0,24.0,24.0,0.3125,0.9475806355476379,0.3701923191547394,0.9959677457809448,130,470,154,494
276,0.0,0.0,24.0,24.0,0.375,0.9475806355476379,0.4326923191547394,0.9959677457809448,156,470,180,494
277,0.0,0.0,24.0,24.0,0.4375,0.9475806355476379,0.4951923191547394,0.9959677457809448,182,470,206,494
